token,total_count,ratio
massages,9.0,3.5
massaging,4.0,1.0
massamum,3.0,2.0
masses,3.0,2.0
masseuse,4.0,3.0
masseuses,3.0,2.0
massive,11.0,4.5
mast,3.0,2.0
master,4.0,3.0
mastered,3.0,2.0
masterful,3.0,2.0
masterfully,3.0,2.0
mastering,3.0,2.0
masterpiece,6.0,5.0
mastery,3.0,2.0
mastro,8.0,7.0
mastros,3.0,2.0
mat,6.0,0.5
match,18.0,5.0
matched,4.0,3.0
matches,5.0,0.6666666666666666
matching,4.0,3.0
matchstick,3.0,2.0
mate,3.0,2.0
mateo,3.0,2.0
mater,3.0,2.0
material,8.0,7.0
materials,3.0,2.0
mates,4.0,3.0
math,3.0,2.0
mathematically,3.0,0.5
matney,3.0,2.0
matrimony,3.0,2.0
matt,13.0,5.5
matter,64.0,4.818181818181818
matters,8.0,1.0
mattress,3.0,2.0
mattresses,3.0,2.0
mature,5.0,4.0
matzah,3.0,0.5
matzo,3.0,0.5
mauclerc,3.0,2.0
maui,6.0,5.0
maureen,3.0,2.0
mauves,3.0,0.5
mawshing,3.0,2.0
max,9.0,3.5
maxi,3.0,2.0
maxim,3.0,2.0
maximum,4.0,1.0
may,127.0,3.5357142857142856
mayan,3.0,2.0
maybe,116.0,1.6363636363636365
mayo,21.0,4.25
mayonnaise,4.0,0.3333333333333333
mays,3.0,2.0
maytag,5.0,4.0
maz,3.0,2.0
mazin,3.0,2.0
mazing,6.0,5.0
mba,3.0,2.0
mbps,4.0,0.3333333333333333
mc,4.0,3.0
mcc,3.0,2.0
mccac,3.0,2.0
mccain,3.0,0.5
mcclendon,4.0,3.0
mcclintock,8.0,1.6666666666666667
mccormick,4.0,1.0
mcdonald,10.0,0.42857142857142855
mcdonalds,10.0,1.0
mcdowell,6.0,5.0
mcgees,3.0,0.5
mcginnis,5.0,4.0
mcgrath,6.0,2.0
mcgrittles,3.0,2.0
mckellip,3.0,0.5
mckellips,3.0,2.0
mcklintock,3.0,2.0
mcnuggets,3.0,0.5
mcrae,3.0,2.0
me,1446.0,2.076595744680851
meager,7.0,0.4
meal,282.0,4.320754716981132
meals,55.0,2.9285714285714284
mealy,5.0,0.25
mean,87.0,1.9
meandered,3.0,2.0
meaning,9.0,2.0
meaningful,3.0,2.0
means,34.0,2.4
meant,12.0,1.4
meantime,3.0,0.5
meanwhile,4.0,0.3333333333333333
measly,5.0,0.6666666666666666
measure,6.0,1.0
measured,5.0,1.5
measurement,4.0,3.0
meat,204.0,2.709090909090909
meatball,9.0,8.0
meatballs,14.0,13.0
meatbeals,3.0,2.0
meathead,3.0,2.0
meatless,3.0,2.0
meatloaf,13.0,12.0
meatlovers,3.0,2.0
meats,38.0,8.5
meaty,6.0,2.0
mecca,3.0,2.0
mechado,3.0,2.0
mechanic,7.0,6.0
mechanical,8.0,1.0
mechanics,3.0,2.0
mecinas,3.0,2.0
medallion,3.0,2.0
medallions,4.0,3.0
media,4.0,3.0
medical,15.0,2.0
medication,3.0,2.0
medications,4.0,3.0
medicine,3.0,0.5
mediocre,30.0,0.2
mediterranean,7.0,6.0
medium,35.0,2.1818181818181817
medley,8.0,7.0
meds,3.0,2.0
meeeeeanie,3.0,0.5
meet,36.0,3.5
meeting,20.0,2.3333333333333335
meetings,4.0,3.0
meets,6.0,5.0
meetup,4.0,3.0
mega,3.0,2.0
megan,5.0,4.0
meh,5.0,0.6666666666666666
mei,3.0,2.0
mein,8.0,1.6666666666666667
meineke,5.0,4.0
mekong,3.0,2.0
mel,4.0,3.0
melded,3.0,2.0
meling,3.0,2.0
melissa,3.0,2.0
mellow,8.0,7.0
melon,3.0,2.0
melonfishphoto,4.0,3.0
melrose,3.0,2.0
melt,25.0,4.0
melted,29.0,3.142857142857143
melting,4.0,3.0
meltingly,3.0,2.0
melts,15.0,14.0
melty,4.0,3.0
member,20.0,5.666666666666667
members,29.0,2.2222222222222223
membership,18.0,2.6
memberships,4.0,1.0
membrane,3.0,2.0
memo,3.0,0.5
memorabilia,6.0,5.0
memorable,17.0,16.0
memorial,3.0,2.0
memories,13.0,3.3333333333333335
memorize,3.0,2.0
memory,11.0,4.5
men,32.0,3.5714285714285716
menchies,3.0,2.0
mended,3.0,2.0
mens,6.0,5.0
mental,3.0,2.0
mentality,3.0,2.0
mention,56.0,3.3076923076923075
mentioned,31.0,4.166666666666667
mentioning,8.0,7.0
mentions,4.0,1.0
mentor,3.0,2.0
menu,433.0,4.773333333333333
menudo,6.0,5.0
menus,31.0,0.9375
meowganificant,3.0,2.0
merc,4.0,3.0
mercedes,3.0,0.5
merchandise,7.0,2.5
merchandising,3.0,0.5
mere,4.0,3.0
merely,7.0,1.3333333333333333
meringue,8.0,7.0
merited,3.0,2.0
merrels,3.0,2.0
merry,4.0,0.3333333333333333
mesa,29.0,28.0
mesh,3.0,2.0
mesha,3.0,2.0
mesmerized,3.0,2.0
mesquite,9.0,8.0
mess,36.0,0.7142857142857143
message,9.0,0.8
messages,5.0,0.25
messed,10.0,0.25
messes,3.0,2.0
messing,5.0,0.25
messy,17.0,1.8333333333333333
met,47.0,3.272727272727273
metabolism,3.0,2.0
metal,8.0,1.0
metate,4.0,3.0
meted,3.0,0.5
meteocre,3.0,0.5
meth,3.0,0.5
method,5.0,4.0
methodical,3.0,2.0
methods,6.0,2.0
meticulous,4.0,3.0
meticulously,5.0,4.0
metric,3.0,2.0
metro,21.0,3.2
metropolitan,4.0,3.0
metrosexuality,3.0,2.0
mex,8.0,3.0
mexi,3.0,2.0
mexican,152.0,4.428571428571429
mexico,23.0,2.2857142857142856
meyer,3.0,2.0
mgr,6.0,0.2
mgrs,3.0,0.5
mi,5.0,4.0
mia,13.0,1.6
miagi,3.0,2.0
miami,3.0,2.0
mic,5.0,1.5
michael,10.0,2.3333333333333335
michaels,8.0,0.3333333333333333
michelada,3.0,2.0
michelina,4.0,3.0
michelle,3.0,2.0
michigan,5.0,1.5
mickey,4.0,1.0
mickie,3.0,2.0
micky,3.0,2.0
micro,7.0,6.0
microbes,3.0,2.0
microbrewery,3.0,2.0
microbrews,3.0,2.0
microscopically,3.0,0.5
microwave,11.0,4.5
microwaved,4.0,1.0
mid,11.0,4.5
midday,4.0,3.0
middle,41.0,1.411764705882353
midget,3.0,0.5
midi,3.0,0.5
midnight,9.0,3.5
midnite,3.0,2.0
mido,3.0,0.5
midst,3.0,0.5
midwest,4.0,1.0
midwesterner,3.0,2.0
mien,3.0,2.0
mierda,3.0,0.5
might,117.0,2.5454545454545454
mightily,3.0,2.0
mightly,3.0,2.0
mighty,4.0,3.0
mignon,9.0,3.5
migraines,3.0,0.5
miguel,3.0,2.0
mike,17.0,7.5
mila,4.0,3.0
milagro,3.0,2.0
milanese,3.0,2.0
milano,6.0,0.5
mild,11.0,1.75
mile,26.0,4.2
miles,37.0,2.3636363636363638
milic,3.0,2.0
military,3.0,2.0
milk,46.0,10.5
milkshake,8.0,3.0
milkshakes,3.0,2.0
milky,3.0,2.0
mill,26.0,1.8888888888888888
mille,4.0,3.0
miller,4.0,3.0
milling,4.0,1.0
million,10.0,2.3333333333333335
millions,3.0,2.0
mills,4.0,3.0
mim,5.0,4.0
mimi,6.0,0.5
mimic,3.0,2.0
mimosa,4.0,3.0
mimosas,7.0,6.0
mims,4.0,3.0
min,37.0,0.7619047619047619
minced,8.0,7.0
mind,90.0,5.0
minded,4.0,0.3333333333333333
mine,54.0,3.5
mineral,4.0,3.0
miners,6.0,5.0
mines,4.0,1.0
minestrone,3.0,2.0
mingle,5.0,4.0
mini,30.0,6.5
miniature,3.0,2.0
minimal,7.0,2.5
minimalist,4.0,3.0
minimalistic,3.0,2.0
minimally,3.0,0.5
minimize,3.0,2.0
minimized,3.0,2.0
minimum,8.0,0.6
miniscule,3.0,0.5
minisd,4.0,0.3333333333333333
minna,3.0,2.0
minneapolis,3.0,2.0
minnesota,7.0,6.0
minnie,6.0,5.0
minor,7.0,6.0
mins,18.0,0.6363636363636364
mint,28.0,6.0
mintchip,3.0,2.0
minty,3.0,0.5
minus,10.0,1.5
minut,3.0,2.0
minute,50.0,2.5714285714285716
minutes,253.0,0.6012658227848101
miracle,6.0,1.0
miraculous,3.0,2.0
mirage,3.0,2.0
miranda,4.0,1.0
mirror,9.0,8.0
mirrored,3.0,2.0
mirrors,6.0,0.5
mirushe,3.0,2.0
mis,4.0,0.3333333333333333
mischa,3.0,0.5
miserable,9.0,0.8
miserably,4.0,0.3333333333333333
misfit,3.0,0.5
misfortune,3.0,0.5
mish,5.0,0.6666666666666666
mishandled,3.0,0.5
mishap,3.0,0.5
mishaps,3.0,0.5
mishmash,3.0,0.5
misinformation,5.0,0.25
misinformed,3.0,0.5
misir,6.0,5.0
mislead,3.0,0.5
misleading,5.0,1.5
misled,3.0,2.0
mismanagement,3.0,0.5
mismanaging,3.0,0.5
mismatched,4.0,1.0
miso,12.0,3.0
misono,3.0,2.0
misplaced,3.0,2.0
miss,50.0,3.5454545454545454
missed,15.0,4.0
misses,3.0,0.5
missing,39.0,1.7857142857142858
mission,10.0,4.0
mississippi,4.0,3.0
misstep,4.0,3.0
mist,3.0,2.0
mistake,34.0,0.25925925925925924
mistakenly,3.0,2.0
mistakes,3.0,0.5
mistaking,3.0,0.5
mister,4.0,3.0
misters,5.0,4.0
misting,3.0,2.0
misto,6.0,5.0
mistos,3.0,2.0
misunderstanding,3.0,2.0
misunderstood,3.0,2.0
misuse,3.0,0.5
mitch,3.0,2.0
mitt,3.0,2.0
mitts,3.0,2.0
miu,4.0,0.3333333333333333
mix,47.0,4.222222222222222
mixed,43.0,3.3
mixer,3.0,2.0
mixers,5.0,0.6666666666666666
mixes,6.0,5.0
mixing,4.0,1.0
mixology,3.0,2.0
mixto,3.0,2.0
mixture,9.0,2.0
mj,5.0,4.0
mlb,7.0,2.5
mm,4.0,1.0
mma,5.0,4.0
mmm,9.0,8.0
mmmghgh,3.0,2.0
mmmm,12.0,11.0
mmmmm,4.0,3.0
mmmmmazing,3.0,2.0
mmmmmm,4.0,3.0
mmmmmmm,5.0,4.0
mmmmmmmm,3.0,2.0
mmmmmmmmmmm,3.0,2.0
mmmmmmmms,3.0,2.0
mmwkpmltbkcwnnlrai,4.0,3.0
mn,4.0,3.0
mnf,3.0,0.5
mns,3.0,2.0
moaning,3.0,2.0
mobbed,3.0,2.0
mobhcxoi_msekq,4.0,0.3333333333333333
mobile,4.0,1.0
mocchiato,3.0,2.0
mocha,8.0,7.0
mochi,5.0,4.0
mock,7.0,6.0
mocking,3.0,0.5
mockingly,3.0,0.5
mode,3.0,0.5
model,10.0,0.6666666666666666
modeled,4.0,1.0
modelo,3.0,2.0
models,10.0,1.5
moderate,5.0,4.0
moderately,4.0,1.0
modern,24.0,5.0
modest,7.0,6.0
modestly,3.0,0.5
modification,3.0,0.5
modifications,6.0,2.0
modify,3.0,2.0
moe,3.0,2.0
moes,5.0,4.0
mohawk,3.0,2.0
moist,25.0,11.5
moister,3.0,2.0
moistest,3.0,2.0
moistness,3.0,0.5
moisturizer,3.0,2.0
moisturizers,3.0,2.0
moisturizes,3.0,2.0
mojito,14.0,13.0
mojitos,6.0,5.0
mojo,12.0,11.0
mojos,3.0,2.0
molar,3.0,2.0
molasses,3.0,2.0
mold,7.0,0.4
molding,4.0,3.0
moldy,5.0,0.25
mole,7.0,6.0
molete,3.0,2.0
molino,3.0,0.5
molinos,4.0,3.0
molly,3.0,2.0
molotes,3.0,2.0
molten,3.0,2.0
moly,5.0,4.0
mom,63.0,3.2
moment,46.0,8.2
moments,6.0,2.0
momma,5.0,4.0
mommy,3.0,2.0
moms,5.0,1.5
mon,12.0,3.0
monarch,4.0,3.0
monday,26.0,2.7142857142857144
mondays,10.0,9.0
money,136.0,0.8888888888888888
moneys,4.0,3.0
mongolian,4.0,3.0
monitor,4.0,1.0
monitoring,3.0,0.5
monitors,3.0,0.5
monk,3.0,2.0
monkey,11.0,4.5
monkeys,3.0,2.0
mono,3.0,2.0
monotone,4.0,0.3333333333333333
monsieur,3.0,2.0
monsoon,3.0,2.0
monster,8.0,1.6666666666666667
monsters,4.0,3.0
monstrosity,3.0,0.5
monstrous,3.0,2.0
monte,8.0,7.0
montelucia,4.0,3.0
montenegro,3.0,2.0
monterey,3.0,2.0
monterrey,4.0,3.0
month,57.0,5.333333333333333
monthly,9.0,3.5
months,76.0,3.0
monthy,3.0,2.0
monton,3.0,2.0
monty,3.0,2.0
monumental,3.0,0.5
moo,3.0,2.0
mood,24.0,11.0
moods,3.0,2.0
moody,3.0,0.5
mooing,3.0,0.5
moon,22.0,1.4444444444444444
moons,4.0,3.0
moore,5.0,0.25
moores,3.0,2.0
mopped,3.0,0.5
mopping,3.0,0.5
moral,3.0,2.0
morale,3.0,2.0
morally,3.0,0.5
moray,3.0,2.0
morbidly,3.0,0.5
mordida,3.0,2.0
more,710.0,3.409937888198758
moreover,5.0,4.0
mores,3.0,2.0
moreso,3.0,0.5
morgan,6.0,2.0
mormon,4.0,3.0
mormonic,3.0,2.0
morning,114.0,4.181818181818182
mornings,8.0,7.0
moroccan,7.0,6.0
moron,3.0,0.5
morons,6.0,0.2
morphed,3.0,2.0
morsel,3.0,2.0
mortadella,3.0,2.0
mortar,3.0,2.0
morton,3.0,2.0
mortons,4.0,1.0
mos,3.0,2.0
moscow,4.0,3.0
mosear,3.0,2.0
mosh,3.0,2.0
most,324.0,5.8936170212765955
mostly,31.0,2.875
motel,6.0,2.0
mother,33.0,2.3
motherf,3.0,0.5
mothers,8.0,0.6
motion,4.0,0.3333333333333333
motivate,3.0,2.0
motivated,5.0,1.5
motivating,3.0,2.0
motivation,5.0,1.5
moto,3.0,2.0
motor,6.0,1.0
motorcycles,3.0,2.0
mound,4.0,3.0
mounded,3.0,2.0
mounds,4.0,3.0
mount,3.0,2.0
mountain,26.0,25.0
mountains,9.0,3.5
mounted,3.0,2.0
mounting,3.0,2.0
mourn,3.0,2.0
mouse,4.0,3.0
mousse,12.0,0.3333333333333333
mouth,89.0,8.88888888888889
mouthful,3.0,2.0
mouths,6.0,1.0
mouthwatering,5.0,4.0
move,30.0,1.5
moved,63.0,11.6
movement,3.0,2.0
moves,7.0,2.5
movie,42.0,4.25
moviegoers,3.0,2.0
movies,14.0,13.0
moving,25.0,1.5
mower,3.0,2.0
mozarella,5.0,4.0
mozz,4.0,3.0
mozza,4.0,3.0
mozzarella,40.0,39.0
mpls,3.0,0.5
mr,19.0,8.5
mrs,3.0,0.5
ms,4.0,3.0
msg,8.0,1.0
mtn,3.0,2.0
muaaah,3.0,2.0
muay,3.0,0.5
much,451.0,3.51
mucho,10.0,0.42857142857142855
mudd,3.0,0.5
muddled,3.0,2.0
mudslide,3.0,2.0
muertos,3.0,2.0
muffin,12.0,1.4
muffins,6.0,5.0
muffler,4.0,3.0
mug,4.0,3.0
muggy,3.0,2.0
mugs,6.0,5.0
mule,5.0,4.0
mullet,3.0,2.0
mulling,3.0,0.5
multi,7.0,6.0
multigrain,3.0,2.0
multiple,26.0,7.666666666666667
multiplied,3.0,2.0
multiplier,3.0,2.0
multiply,3.0,2.0
multitude,6.0,5.0
munch,6.0,2.0
munchies,4.0,3.0
mundane,4.0,1.0
muppet,3.0,0.5
mural,3.0,2.0
murder,4.0,1.0
murphy,7.0,6.0
murray,3.0,2.0
musac,3.0,0.5
muscles,6.0,2.0
museum,14.0,13.0
museums,4.0,3.0
mush,8.0,1.0
mushiest,3.0,2.0
mushroms,3.0,0.5
mushroom,32.0,9.666666666666666
mushrooms,36.0,8.0
mushu,4.0,3.0
mushy,3.0,0.5
music,114.0,4.181818181818182
musical,5.0,4.0
musician,3.0,2.0
musicians,6.0,2.0
musing,3.0,2.0
musscles,3.0,2.0
mussel,3.0,2.0
mussels,14.0,6.0
must,151.0,6.55
mustachio,3.0,2.0
mustard,21.0,2.0
muster,4.0,1.0
musubi,3.0,2.0
mutant,3.0,2.0
mutilated,3.0,2.0
muttered,3.0,0.5
mutton,4.0,3.0
mutts,3.0,2.0
mvp,3.0,2.0
mwkzajaq,5.0,4.0
my,3532.0,3.1947743467933494
mylissa,3.0,2.0
myriad,3.0,2.0
myself,103.0,2.6785714285714284
myspace,3.0,2.0
mysterious,3.0,2.0
mystery,10.0,2.3333333333333335
mystified,3.0,0.5
mystique,3.0,2.0
myun,4.0,3.0
na,6.0,5.0
naan,4.0,3.0
nacho,4.0,1.0
nachos,18.0,5.0
nada,5.0,0.25
nadya,5.0,4.0
naengmyeon,3.0,2.0
nag,3.0,2.0
nagging,3.0,2.0
nail,41.0,1.5625
nailed,3.0,2.0
nailes,3.0,0.5
nails,57.0,0.9
nak,3.0,0.5
naked,9.0,3.5
nam,4.0,1.0
namaste,3.0,2.0
name,123.0,3.392857142857143
named,19.0,2.8
names,14.0,3.6666666666666665
nametags,3.0,2.0
nami,4.0,3.0
namis,3.0,2.0
nan,5.0,4.0
nancy,4.0,3.0
nandos,3.0,0.5
nanny,3.0,2.0
naot,4.0,0.3333333333333333
nap,5.0,4.0
napa,3.0,2.0
napkin,6.0,2.0
napkins,15.0,0.25
napoleon,5.0,4.0
napoleons,3.0,2.0
napolitano,3.0,2.0
napping,3.0,2.0
narcissistic,3.0,2.0
narcisstic,3.0,0.5
narrow,4.0,3.0
narrowing,3.0,2.0
nascar,3.0,2.0
nastily,3.0,0.5
nastiness,3.0,0.5
nasty,19.0,0.35714285714285715
natale,3.0,2.0
natalie,3.0,2.0
natcher,7.0,6.0
nate,3.0,2.0
nately,5.0,4.0
nathan,3.0,0.5
nation,8.0,1.6666666666666667
national,8.0,7.0
nationally,3.0,2.0
nationals,3.0,2.0
nationwide,3.0,2.0
native,16.0,7.0
natives,3.0,2.0
natural,26.0,7.666666666666667
naturally,9.0,0.8
nature,6.0,2.0
natured,3.0,2.0
naturopath,5.0,4.0
naturopathic,3.0,2.0
nau,3.0,2.0
nauseous,5.0,0.25
navajo,3.0,2.0
navigate,4.0,3.0
navy,3.0,0.5
nay,3.0,2.0
nazi,3.0,2.0
nba,4.0,1.0
nc,4.0,1.0
ncounter,4.0,3.0
nd,3.0,0.5
ne,4.0,3.0
near,74.0,2.8947368421052633
nearby,21.0,3.2
nearest,5.0,0.6666666666666666
nearly,42.0,1.625
neat,19.0,5.333333333333333
neatly,3.0,2.0
nebbiolo,3.0,2.0
nebraska,4.0,0.3333333333333333
necessarily,6.0,5.0
necessary,9.0,8.0
necessities,3.0,2.0
necessity,4.0,3.0
neck,10.0,2.3333333333333335
need,220.0,4.945945945945946
needed,117.0,2.9
needing,7.0,6.0
needle,3.0,2.0
needles,4.0,0.3333333333333333
needless,29.0,0.9333333333333333
needs,68.0,1.6153846153846154
needy,4.0,3.0
neesd,3.0,2.0
nefarious,3.0,2.0
negate,3.0,2.0
negated,3.0,2.0
negative,24.0,1.6666666666666667
negatives,4.0,3.0
neglected,4.0,0.3333333333333333
negra,3.0,2.0
negress,3.0,2.0
neighbor,10.0,2.3333333333333335
neighborhood,53.0,3.8181818181818183
neighborhoods,3.0,2.0
neighboring,4.0,1.0
neighbors,10.0,1.5
neiman,3.0,0.5
neither,16.0,1.2857142857142858
nello,5.0,0.6666666666666666
neng,4.0,3.0
neo,3.0,2.0
neon,6.0,2.0
neosprin,3.0,0.5
nephew,6.0,5.0
nephews,4.0,3.0
nerd,3.0,2.0
nerds,3.0,2.0
nerdy,3.0,2.0
nerve,3.0,2.0
nervous,13.0,12.0
nespresso,3.0,2.0
ness,3.0,2.0
nestled,11.0,10.0
nests,3.0,2.0
net,4.0,1.0
netflix,3.0,2.0
network,9.0,2.0
networking,5.0,4.0
neutered,6.0,5.0
neutering,3.0,2.0
never,571.0,1.9282051282051282
new,375.0,3.6875
newark,3.0,2.0
newbie,3.0,2.0
newbies,4.0,3.0
newborn,3.0,0.5
newcollege,4.0,3.0
newer,5.0,1.5
newest,3.0,2.0
newland,4.0,3.0
newly,7.0,1.3333333333333333
newmans,3.0,0.5
newport,3.0,2.0
news,12.0,1.0
newshour,3.0,2.0
newsletter,3.0,2.0
newspaper,7.0,6.0
newspapers,3.0,2.0
newyorker,3.0,2.0
next,290.0,3.328358208955224
nfl,5.0,0.6666666666666666
ngd,9.0,8.0
ngoc,3.0,2.0
nhat,3.0,0.5
nhra,4.0,3.0
nib,3.0,2.0
nibble,4.0,3.0
nibbles,8.0,0.14285714285714285
niblets,3.0,2.0
nice,481.0,7.016666666666667
nicely,22.0,4.5
nicer,7.0,6.0
nicest,18.0,8.0
nickel,5.0,1.5
nickle,4.0,0.3333333333333333
nickname,3.0,0.5
nicoise,3.0,2.0
nicole,6.0,1.0
niece,12.0,1.0
nigeri,3.0,2.0
night,353.0,3.835616438356164
nightcap,4.0,3.0
nightclub,4.0,3.0
nightclubs,3.0,2.0
nighters,3.0,2.0
nightlife,4.0,3.0
nightly,5.0,4.0
nightmare,6.0,0.2
nightmares,3.0,2.0
nights,29.0,13.5
nigiri,6.0,2.0
nigligent,3.0,0.5
nigth,3.0,2.0
nike,8.0,1.6666666666666667
nikki,3.0,2.0
nile,4.0,3.0
niman,3.0,2.0
nine,8.0,3.0
nineteen,3.0,2.0
ninja,12.0,11.0
nipple,3.0,2.0
nippon,3.0,0.5
niro,3.0,2.0
nirvana,4.0,3.0
nita,3.0,2.0
nite,3.0,2.0
nites,3.0,2.0
nitpicking,3.0,2.0
nitris,6.0,5.0
nj,6.0,2.0
nl,3.0,2.0
nnear,3.0,2.0
no,722.0,1.2848101265822784
nob,4.0,3.0
noble,4.0,3.0
nobody,11.0,1.75
nobs,3.0,2.0
nobuo,8.0,0.6
noca,7.0,2.5
noches,3.0,2.0
nod,5.0,4.0
nodded,3.0,0.5
nog,3.0,2.0
nogales,3.0,2.0
noir,5.0,4.0
noise,15.0,1.1428571428571428
noises,5.0,1.5
noisey,3.0,2.0
noisy,12.0,2.0
nom,13.0,2.25
nomenal,3.0,2.0
nominal,3.0,0.5
nominate,3.0,2.0
nominee,3.0,2.0
non,54.0,3.5
nondescript,4.0,3.0
none,32.0,1.6666666666666667
nonetheless,10.0,9.0
nonfat,4.0,3.0
nonna,3.0,2.0
nonprescription,3.0,2.0
nonprofit,3.0,2.0
nonsense,6.0,5.0
noodle,21.0,9.5
noodles,47.0,8.4
nook,4.0,3.0
noon,7.0,2.5
noone,3.0,0.5
noooo,3.0,0.5
nooooooooo,3.0,2.0
nopalito,4.0,3.0
nope,12.0,0.3333333333333333
nor,20.0,1.0
nordies,3.0,2.0
nordique,3.0,2.0
nordstrom,12.0,11.0
nordstroms,3.0,2.0
norm,8.0,3.0
normal,44.0,2.3846153846153846
normalcy,4.0,3.0
normally,43.0,3.3
norman,3.0,2.0
normandy,3.0,2.0
norterra,4.0,3.0
north,43.0,5.142857142857143
northeast,5.0,4.0
northern,9.0,8.0
northwest,7.0,6.0
norton,4.0,3.0
nose,11.0,1.75
nosh,6.0,1.0
noshed,3.0,2.0
nosie,3.0,0.5
nostalgia,4.0,3.0
nostalgic,3.0,0.5
nostrils,3.0,2.0
not,1921.0,1.8930722891566265
notable,5.0,4.0
notary,4.0,0.3333333333333333
notch,50.0,15.666666666666666
note,54.0,4.4
noted,8.0,3.0
notes,11.0,10.0
nothing,167.0,1.2876712328767124
noticable,3.0,0.5
notice,31.0,1.8181818181818181
noticeable,5.0,4.0
noticeably,3.0,0.5
noticed,46.0,1.4210526315789473
notices,3.0,0.5
noticing,3.0,0.5
notified,4.0,0.3333333333333333
notorious,3.0,0.5
notsomuch,3.0,0.5
notte,3.0,2.0
nough,3.0,2.0
nourishes,3.0,0.5
nourishment,3.0,2.0
nouvelle,3.0,2.0
nov,3.0,0.5
nova,3.0,2.0
novel,6.0,1.0
novels,3.0,0.5
novelties,4.0,3.0
novelty,3.0,2.0
november,6.0,1.0
novice,5.0,4.0
novles,3.0,2.0
now,413.0,3.7471264367816093
nowadays,5.0,1.5
nowhere,13.0,2.25
noy,3.0,0.5
nozzle,8.0,0.3333333333333333
np,5.0,0.25
nsa,3.0,2.0
ntn,3.0,2.0
nude,3.0,2.0
nueva,3.0,0.5
nuff,5.0,4.0
nugget,3.0,2.0
nuggets,4.0,0.3333333333333333
nuked,3.0,0.5
nulaid,3.0,2.0
numb,3.0,2.0
numbed,3.0,2.0
number,53.0,3.4166666666666665
numbered,3.0,2.0
numbers,13.0,3.3333333333333335
numbingly,3.0,2.0
numero,6.0,0.5
numerous,13.0,12.0
nun,3.0,2.0
nuong,3.0,0.5
nurse,4.0,3.0
nursery,3.0,2.0
nurses,5.0,4.0
nurturing,3.0,2.0
nut,8.0,7.0
nutcracker,4.0,3.0
nuteila,3.0,2.0
nutella,5.0,4.0
nutmeg,4.0,3.0
nutrition,7.0,6.0
nutritional,5.0,4.0
nutritious,4.0,3.0
nuts,19.0,3.75
nutsack,3.0,0.5
nutshell,3.0,2.0
nutty,4.0,3.0
nuvi,4.0,0.3333333333333333
nw,6.0,5.0
nwohio,3.0,2.0
ny,28.0,27.0
nyc,16.0,4.333333333333333
nypd,4.0,3.0
o9jiksb,4.0,0.3333333333333333
oahu,3.0,0.5
oak,4.0,1.0
oakland,3.0,2.0
oakville,4.0,3.0
oasis,6.0,5.0
oatmeal,12.0,5.0
ob,3.0,2.0
obama,3.0,2.0
obese,3.0,0.5
obgyn,3.0,2.0
objects,4.0,3.0
obligatory,5.0,4.0
obliged,5.0,4.0
obliques,3.0,2.0
oblivion,3.0,0.5
obnoxious,5.0,1.5
obscene,3.0,2.0
obscure,4.0,3.0
observant,3.0,2.0
observation,6.0,0.5
observed,3.0,2.0
obsessed,5.0,4.0
obsession,5.0,4.0
obsessive,3.0,2.0
obstinate,3.0,0.5
obstruction,3.0,2.0
obtain,3.0,2.0
obvious,13.0,0.4444444444444444
obviously,31.0,0.55
occasion,30.0,9.0
occasional,4.0,3.0
occasionally,10.0,1.0
occasions,23.0,3.6
occassions,3.0,2.0
occupied,5.0,4.0
occupies,4.0,3.0
occupying,3.0,0.5
occur,4.0,0.3333333333333333
occured,3.0,2.0
occurred,3.0,0.5
occurs,3.0,0.5
ocd,4.0,1.0
ocean,7.0,2.5
oceanic,3.0,2.0
oct,4.0,1.0
octaves,3.0,2.0
october,7.0,1.3333333333333333
octomom,3.0,2.0
octopus,3.0,2.0
odd,22.0,1.4444444444444444
oddity,3.0,2.0
oddly,4.0,3.0
oddness,3.0,2.0
odds,6.0,5.0
odinian,3.0,2.0
odor,6.0,0.5
odors,3.0,2.0
odyssey,3.0,2.0
of,5853.0,3.5196911196911196
off,452.0,1.9350649350649352
offended,6.0,0.5
offending,5.0,1.5
offends,3.0,0.5
offense,5.0,4.0
offensive,3.0,2.0
offer,116.0,2.7419354838709675
offered,70.0,2.0434782608695654
offering,14.0,1.3333333333333333
offerings,19.0,5.333333333333333
offers,35.0,34.0
office,86.0,4.733333333333333
officer,3.0,0.5
offices,8.0,7.0
official,5.0,1.5
officially,8.0,3.0
officials,3.0,2.0
oft,3.0,0.5
often,109.0,7.384615384615385
oftentimes,3.0,2.0
ofthe,3.0,2.0
oggie,5.0,4.0
ogled,3.0,2.0
oh,178.0,3.341463414634146
ohhh,4.0,3.0
ohhhhkay,3.0,0.5
ohio,4.0,3.0
oil,66.0,5.0
oiled,3.0,2.0
oiliest,3.0,0.5
oiliness,4.0,3.0
oils,3.0,2.0
oily,10.0,1.5
oink,3.0,2.0
oj,4.0,3.0
ok,115.0,1.446808510638298
okaaaaay,3.0,0.5
okay,57.0,1.4782608695652173
okra,9.0,1.25
oktoberfest,4.0,1.0
ol,10.0,4.0
old,180.0,3.5
older,15.0,2.75
oldest,4.0,3.0
oldies,4.0,3.0
olds,4.0,3.0
oldsmobuick,3.0,2.0
ole,5.0,1.5
oleanders,3.0,2.0
olive,43.0,13.333333333333334
olives,23.0,10.5
olivos,4.0,3.0
